lon,lat
-154.506,58.9134
-100.6529869,32.75848389
-121.5136667,36.0378333
-170.7769,53.2079
44.8784,38.5428
-140.6671,61.5047
-104.5409,37.2509
-112.1866667,41.4986667
-151.2021,62.9083
-155.38883972168,19.195499420166
-140.6833,61.5413
-149.2175,61.9121
121.3092,-48.7939
-150.0922,61.3484
129.6264,-7.0865
-116.1173333,33.7863333
-117.4146667,35.995
-153.6189,59.8346
-140.712,61.5059
-67.212,42.9925
-155.395172119141,19.2483329772949
144.8286,20.0239
-150.9807,60.2781
-98.07833333,35.778
-153.5544,59.6193
-152.5504,59.961
-150.7487,62.91
-155.480833333333,19.1768333333333
-98.083,35.7735
-138.3371,60.9244
-97.84833333,36.109
-155.406661987305,19.2581672668457
-161.7844,54.5405
-150.726,62.9001
-148.1626,62.8467
-151.5707,61.3473
-155.4025,19.249
-152.4398,60.9841
-148.7408,64.0068
14.2319,34.8794
-147.3753,64.9555
-152.9406,59.0011
-117.7371667,35.9098333
-140.7883,61.5217
-104.2930006,31.68872277
-119.5408,38.5262
-117.6665,35.0443333
-155.418333333333,19.2695
-147.6092,60.5767
-118.8713333,37.5401667
179.8147,51.3407
-122.75433333333334,47.8995
-152.6363,59.8255
-123.56283333333333,48.409166666666664
-150.574,63.2581
-35.3593,55.2612
-104.0143285,31.51306097
-140.7426,61.4915
-140.7558,61.5004
127.1018,2.7173
-67.1458,19.492
-104.2024343,31.59406939
-175.6604,51.5736
-146.5208,61.7573
-110.6981667,44.5678333
-117.8685,47.364
-153.097,59.9702
-149.4811,62.7026
-118.7826667,38.0656667
-122.2765,49.00383333333333
-151.6085,61.2809
-160.2979,60.8832
-153.0179,59.0135
-146.8759,61.2443
-122.8069992,38.8346672
-140.7397,61.4983
-117.0026667,32.5958333
-122.26466666666667,46.86566666666667
-140.721,61.5096
-140.7137,61.4834
-122.7386667,38.773
-177.3676,-16.4572
-122.8190002,38.8148346
-122.8170013,38.8429985
-149.1486,62.3233
-146.9323,61.3658
-121.2973333,36.6643333
-152.242,60.3502
-140.9036,61.2185
-110.7955,44.7938333
-116.6368333,33.5666667
-163.736,53.4664
-66.7495,18.0081666666667
-147.8332,61.4332
-118.19,34.9936667
14.2728,34.9098
-151.1495,62.5426
-153.177,60.0577
-122.7945,38.8151667
-176.1431,51.4712
-156.5759,67.3824
-178.1438,51.4279
-110.5969,45.7449
-122.1865,57.153
142.1119,37.8497
-140.6957,61.5125
-155.0869,58.2391
-149.713,60.9054
-121.659,37.2913333
93.5873,12.1363
-146.716,60.6662
-117.6678333,34.212
-147.8562,64.5876
-149.6186,62.6811
-148.8005,63.4977
-121.0103333,36.4431667
-176.1782,51.4222
-146.9291,61.1807
-150.2405,65.0764
-140.738,61.5178
-140.7122,61.5207
-152.9495,59.5351
-117.3343333,33.7146667
-140.7012,61.5247
-136.4013,59.0417
-104.5676493,31.66917684
-151.9854,60.291
-155.497166666667,19.1701666666667
170.2024,-22.4116
79.8867,35.7367
-104.5339,37.2131
-155.8827,56.8697
-140.6963,61.5114
-104.5347,37.2239
127.476,1.7284
-144.8181,65.6112
-140.723,61.518
-151.7833,62.3555
-150.138,58.6132
-100.1983,16.7549
-140.6242,61.4946
-155.463333129883,19.1451663970947
-155.489833333333,19.1646666666667
-140.6832,61.5264
-149.0325,64.8519
-152.1109,59.8054
-173.8062,52.4749
-140.6835,61.5025
-146.817,60.8937
-166.082,53.7008
-155.410003662109,19.2403335571289
-122.3731667,37.6696667
-155.411331176758,19.2386665344238
-173.6551,51.23
-124.2253333,40.5461667
-120.9621667,36.0083333
-140.7321,61.5214
-122.8028333,38.8268333
-140.6255,61.5151
-155.51350402832,19.2093334197998
-140.7001,61.5125
-140.7877,61.5114
-140.692,61.5186
-140.7098,61.4913
-151.0989,64.7883
-84.4658,9.6802
-150.8362,62.9044
-122.1885,37.8038333
-151.2744,63.2112
-104.4644578,31.65822139
119.4087,15.5066
-116.504,33.473
-150.2902,60.8629
-119.4475,34.1891667
-155.195,19.3396666666667
-153.3153,60.4219
-140.7751,61.5202
-110.6905,44.8816667
-119.442,34.1733333
-119.4523333,34.1781667
-155.485666666667,19.1706666666667
-119.4473333,34.1801667
-119.4498333,34.1798333
-119.4435,34.166
-150.7557,60.1296
-166.9565,53.1335
-178.741166666667,51.8153333333333
-119.433,34.1491667
-153.7362,61.7668
-152.9508,59.9903
-149.9941,60.4438
-121.8725,37.5936667
-104.2860638,31.62763602
-117.5288333,35.7065
-140.691,61.5034
-122.8160019,38.8354988
-143.2207,60.3205
-140.7304,61.527
-152.4055,60.8337
-150.5685,60.2623
-150.3763,61.7918
-140.6636,61.5
-140.7151,61.5215
-152.192,59.5218
-152.3973,61.0816
123.905,23.2239
-66.9245,17.9738333333333
-140.7512,61.5337
-150.7081,61.3899
-153.0984,59.5967
-140.7105,61.5108
-104.2885011,31.62969046
-140.6933,61.5229
-88.2741,12.5936
-152.6988,59.9238
-152.4507,59.7996
-118.8493333,37.6231667
-140.757,61.5324
-140.7371,61.5165
-140.7092,61.5321
-140.6817,61.5048
-150.6883,63.1621
-123.0403333,39.6531667
-140.7481,61.5306
-157.2426,55.7515
-140.7081,61.494
-150.3693,61.7764
-140.6871,61.5057
-140.6929,61.4949
-122.7961655,38.8148346
-150.4304,63.3131
126.7548,2.6811
-150.4683,61.6997
-122.8261642,38.8426666
-117.6998333,35.8731667
-155.419998168945,19.1918334960938
127.2569,2.7748
-116.8121667,33.5841667
-155.387664794922,19.2316665649414
-152.3253,61.4174
-122.8156662,38.847332
-152.8346,59.5267
-121.5933333,37.6036667
-152.8623,59.9405
-152.0335,60.5033
-122.8144989,38.8291664
-113.0493333,37.7565
-123.4075,46.78516666666667
-66.8528333333333,17.9978333333333
-152.2029,60.6591
-150.7032,63.0763
-166.9652,53.4524
-101.6798066,32.4911499
-121.257,36.6738333
-155.414833333333,19.0356666666667
-147.0051,61.1717
-68.7214,-21.7194
-146.9325,61.1454
-116.9003333,33.971
-98.765,36.45466667
-178.8929,-17.7148
-155.36083984375,19.1506671905518
-98.7655,36.46
-153.1985,59.9775
-148.8077,62.8765
-154.3112,58.4861
-150.1407,61.2984
-178.1643,51.4349
-152.5554,65.1824
150.5073,-5.392
-151.955,60.7529
-148.8781,59.9227
-155.432333333333,19.2151666666667
-150.214,62.2937
-150.8646,61.9895
133.3035,-3.9456
-97.64766667,36.3785
-122.062,37.9721667
179.8551,-32.0121
-140.4534,61.477
-151.125,63.5078
-122.81633,38.8059998
-176.0949,51.4669
-118.3953333,35.51
-150.0759,65.2665
-121.013,40.0756
-147.4482,61.9691
-150.03,62.3213
-122.8300018,38.8131676
-121.5668333,36.8348333
-178.5423,-20.952
-177.7616,51.2122
-155.0835,19.3768333333333
-177.7602,-29.6903
-117.6805,35.0326667
-147.5771,64.6873
-153.0305,59.5799
-164.6208,53.7212
-66.8705,17.96
-121.1083333,36.7071667
-119.4178,39.6802
-122.7735,38.8145
-122.8001633,38.8311653
-156.7701,55.4822
-146.757,63.4701
-107.8194,35.8802
-112.1796667,41.5051667
14.3173,34.8408
130.7461,-6.3899
126.796,2.7141
-150.6819,62.8635
139.8797,36.3618
-68.855,-21.2199
-155.43083190918,19.2663326263428
-163.334,54.6131
-134.2022,-53.6656
-89.6441666666667,36.5403333333333
-147.0453,64.9894
-66.8463333333333,17.9528333333333
-116.2566667,33.8888333
127.2482,2.6813
82.3702,40.0166
-150.8003,61.9938
-152.9379,59.9815
-104.4040665,31.64622134
-39.4903,8.6083
-160.1105,54.8642
-150.7503,63.2502
-150.7813,61.7856
